Index,A,Label
32455,"Oh and PS. Since it is already 12:30, I should probably say &quot;Happy Mother's Day&quot; to my Mom and all the mothers out there!",7
32456,Working on our baseball fundraiser  Get 10% percent off Platium or Diamond wedding package if you let us know you saw us on Twitter!,5
32457,@rayvinhsu welcome to win 7. I am sure you will like the new OS but if you have any issues do feel free to ask,8
32458,Chicken beer and good company makes a good night...,7
32459,@daStasia everyone says that,8
32460,@abiFACE thanks for havin us overrr!,5
32461,"@JonathanRKnight hey babe, happy to hear from you again on twitter  the today show was AMAZING!!",5
32462,@katyperry i think it's under a honeymoon by the good life -- either that or it's under a honey moon by joseph arthur.,8
32463,"@howardlindzon You're such a kiss ass   Looking forward to central, mountain and pacific mother's day tweets.  Don't forget about PEI",10
32464,he said for real,12
32465,I had so much fun tonight!! But i am soo excited to get home and go to sleep,5
32466,@julieannee sup betch,12
32467,Happy Mother's Day 2 all the fabulous moms out there. The world wouldn't run without us. Keep up the good work! Enjoy ur day,7
32468,@heidimontag - absolutely loves it....  u r too many things!,8
32469,"@Turrislove09 but i realllllllly want to. llike im really starting to hate PA. btw, i just messaged the great one known as dylan",3
32470,Painting is hard work. Very tired. But satisfying to see God's house getting prettier.  And I like the yellow of Tim's room.,9
32471,@HOMELESSCRISIS And maybe you will get the statue and sainthood you are seeking.  Win-win for all. Can't be a victim like your people.,6
32472,"Well, enough mushy family talk. To bed I stubbornly go.",8
32473,Movie night with kate,8
32474,"Prolly going to Jamba Juice in thirty minutes , shop for awhile then hit the airport and see my daddddd.",5
32475,The 22nd can't get here fast enough!,12
32476,Choir banquet was more than I could've ever dreamed.   I'm so happy! Now after party at Lauren's!!!,5
32477,@JessicaSimpson I've been a fan of yours for years and you have been such an inspiration to me. You're truly my idol  Best wishes to you,7
32478,@jessiemona mama the boys gon be sweating her hard in Pre K  lol muah,4
32479,is about to Camp Rock with @meltrev &amp; daddy  YAY!,5
32480,sheboygan / teekay / other kids / fight / angus / ryan / mall / mcdonalds / high / party / beer pong / drink / drive home. fun night,8
32481,sleeping in my own bed tonight... at home!!,8
32482,fireworks @ KBOOM concert... second best I've ever seen...preceded only by last year's show 2008 &lt;sigh&gt;,5
32483,@MsEDU Tyler Perry is Hilarious! I think I will.  I'm off to bed though so I tweet ya in the morning. Goodnight!,7
32484,"@brotallybeh dude, was that you in the new Star Trek Burger King commercial? Bud Light AND Burger King? So proud of u man.",4
32485,"party was awesome. soooo tired, bye. ps: happy momma's day",12
32486,"@CompanyWoman haha i have 2 ask, are you 2 as beautiful as ur voices? curse u super cool beautiful women who are likely unavailable! lol",3
32487,@penguinm That comment was just to ..well you know...to not reply to it.,8
32488,Tapit:E446WWHLLYAR TK3H6694PRMP 9R46TAHXEFKT please @ reply me if you win! Thanks!,8
32489,@LittleGigiGirl Happy Birthday!!!!!,7
32490,@cptheartist 'wife a chick' LMAO!!  no problem with marriage. just negative symbolism attached to the jump-right-into-the ring bling thing,12
32491,"@whiteangle We held out, Japanese people were making origami animals for Darcy   Had a great time, amazing place!",5
32492,"Mmmmmmm. I love Espresso......the app, that is. I guess the real thing helps me work efficiently too",7
32493,@dpocza I hope to take you on that offer one day,8
32494,Happy Mommy Day,7
32495,"@heatedskates That may be, I still don't like hearing his name so much.   #blackhawks #canucks",1
32496,Have you ever been so exhausted your entire body aches? I'm there! Lights out - Goodnight little tweets...sleep tight,12
32497,I feel like I need to catch up on twitter haven't done much of it this weekend!,12
32498,In walmart getting a mothers day card with every other procrastinating guy in chattanooga  slim pickings but got a good one.,8
32499,@AlimSalahuddin LOL!!! I'm going to see it maybe today,12
32500,maybe he could drill a hole in me?  LOL    OH SNAP!  (sorry couldn't resist),5
32501,"had a kickass day full of Seaworld, retarded 15 year old guys, and X-Men Origins. Win day?",0
32502,"Ok, 4 Star Trek fans have given the new movie good reviews  getting very excited!!!",5
32503,@Bluewolf2072 thanks,8
32504,Think i'm going to go down to the lobby in a while to get either Starbucks or.. perhaps some ice cream,3
32505,"wishing mom happy mother's day and ofcourse, happy birthday as well!",7
32506,@DizzyDezzi You needed to watch the White House Correspondent's Dinner. That would have cheered you up!,8
32507,is a college graduate,8
32508,@CLINTIRD she will,8
32509,"Off to bed after hours on the phone gossiping with Bia, lol. Nite nite, sleep tight!",7
32510,"@profitfu wattup bro, hows it going, i see ya twitter is kicking butt   JV http://twurl.nl/ogzbdl",10
32511,@omgfasho brent is going to 789... and charles and dave we neeeeeeeeed to go,12
32512,listing to music while putting the finishing touches on my mothers day present and the cool part is it didn't cost my a thing,8
32513,@oiram16 orralle.. have fun,8
32514,MOTHER'S DAY LUNCH,8
32515,@djsleeper u in sd this weekend? Lets grab some tacos tomorrow or somethin if u free,8
32516,"@jesslina Awww, yeah, I love that one.  I remember seeing him at Great America w/ Tassi.  Such a great memory",7
32517,@Jordanbrown Get her Clogging Shoes,12
32518,@accidbrrittanny lol hey,8
32519,"@userealbutter door's open, your cup of tea is waiting",7
32520,@mmuhlig24 that's cute.  mmmk see you in like 5 minutes.,8
32521,mhmm idk i thought of just showing up and freaking ppl out hehe...but yeah i TOTALLY understand if it is just for u guys  VN sounds cool!!,4
32522,Wonderful weekend  I love my family  &amp; friends because they are awesome. Happy Mothers day to all the mommies &lt;3,7
32523,"Will be going to Indiana Baptist Sunday, Pray for summer missionaries...",5
32524,@LeEyecandy hahaha. I think you're pretty far from me. Maybe next time though,5
32525,"@gemstwin Granny, Linda will be happy.",5
32526,Im liking escape the fate alot tonight.  excited for ESTK      NemoNemesis,7
32527,@aramos82 yes! the pool opened this weekend,4
32528,today i get to sleep in!,8
32529,happy mother's day!!!,7
32530,thinks castles are fun,5
32531,"@MsKnitSox thanks amy, its full of hotness",5
32532,HAPPY MOTHERS DAY TO ALL THE MOMMYS!!!!!!!!!!!!,5
32533,@stovertile Etsy handmade cards weren't any good?,12
32534,wooo...my luck is done,4
32535,Drinks &amp;&amp; din w/ Amy and Lori,5
32536,@aeakett And who says I wasn't just muttering to myself?,8
32537,needs to escape from this town. getting ready. seeyuhhh.,3
32538,@duckout Whole Earth Festival,1
32539,"Welcome aboard to 5 new followers  Thanks, I'm honored.",5
32540,"I can't believe how many people think it is great that I passed the quiz, &quot;how blond are you?&quot; on Facebook.  I am very blond!",8
32541,@lo_ferrigno YES!! YOU FTW!!!!! LMAO i wasnt watching,4
32542,"Star Trek in IMAX  with Kojikun, seastar, Brian, and George.",8
32543,can't stop playing Fallout 3!  This game is addictive like crack!!  It's bad when you dream that your repairing guns in your sleep,7
32544,had an awsome salad! I recommend getting the Spicey buffalo chicken salad!,5
32545,happy mothers day to all motherssss!  &lt;3333,7
32546,"@TheDailyBlonde No i am not a mom or dad, hmm well I will forward the link to my mom.  I am embarrassed now",12
32547,@TheWayIRoll HIII!!!!  i've missed you  just bored....what about u?,3
32548,Well that was a fun evening,8
32549,@neeliemoo thats why im such an asshole,4
32550,omgoodness FINALLY back from dinner with the fam bam!,5
32551,@rustycoon Edgefest!  or maybe  since you're driving...,12
32552,NITE PEOPLES!!!!!,5
32553,Today is not lost,5
32554,"Spending time with mom tomorrow morning...barbacoa, here I come...  HAPPY MOTHERS DAY!",7
32555,@Jonasbrothers It is absolutely incredible. It's official: My FAVORITE JONAS is FRANKIE. He is the man,5
32556,"@southernbell361 Yeah, Jimmy Fallon is back to do a skit. Yay!!!!",7
32557,Hmm I guess where the world is headed 2day....Lets make predictions,12
32558,The Barry Gibb Talk show!!!!!,8
32559,These difficult situation force us to think about marrying a lovable girl,12
32560,@JonathanRKnight so seriously...I need a date to a wedding. Really dont wanna go alone. Its May 23rd...any chance?,12
32561,"@VSchlesinger Hey, look who's on twitter   Very kewl",11
32562,another fun night!!  chilled wit my homie @ green turtle n the park....good times...good times.,5
32563,"@ScottATaylor Well, there is THAT...",8
32564,I do amazing at beer pong with my brother,12
32565,@remzology it was amazing but due to time constraints could only visit the meadows and pine forest. Shall post images later.,5
32566,Goodnight and Goodbye ?,8
32567,"@jark turn them off, you can still go 100% aero free.",3
32568,@resofactor I agree completely,8
32569,"To My Moms . I Love u so much , Ur so independent &amp; strong and I hope everything I do in life keeps u happy. Love ur 1st born Mel",7
32570,I had a GREAT night with Justine and the boys and all the westconn people I met tonight haha,5
32571,@oheather78 Sweet! I'm a Jaycee one-letter-er I think. Just D!,4
32572,"@JoWork oh, she gon com back again.........AND YO' AZZ BETTA MAKE A VID ABOUT YO' PROM BOY",10
32573,"@lazakesau &quot;Graverobber, graverobber, sometimes I wonder why I even bother..&quot; Have fun tonight!",11
32574,@NoopDoggNatasha Fanbase is a code word for something very special to Anoop. Very personal..and special.,8
32575,"@AlexAllTimeLow ohh snapp, have fun",4
32576,@littlemissgina I beat you to the punch!  #stickam,4
32577,@EAJosh Who did you hear that from?  But if thats true. I am right her!!!,8
32578,@pakyton i love them,7
32579,"@schappie That's just weird... :\  Oh, and what was it you were drawing for me?",12
32580,@Merlene Cool! You're in the 5-figure-Tweeter Club.,5
32581,@Yungrichhustla ohh kayy fasho if u go tonight have fun for me,12
32582,@FlyAArmy Yep- same here. I have to be in the mood 4 it.,12
32583,Shakedown Street!!!,8
32584,"I love Mindy, She is my favorite employee",7
32585,@Nora_78 I'm sowwy u have to work w/an idiot. I will call u if u want. Just to break up ur day.,12
32586,"@picsiechick I haven't ridden on dirt for a year. Hate single track, can handle double track, slow.",8
32587,goin ta bed now!   goodnite jessica,8
32588,@Aroundtheus  cheers!! ;),10
32589,@KrustyCanuck Time for some Halo3 then?,8
32590,happy mother's day to all moms out there...,7
32591,@jusreenomas i didnt think the vid was hoeish i actually love it.it was so nasty  lol,7
32592,@HilHolla have fun on flashy fed hill..im sure you're imported cheeto eating ass will fit in lol,5
32593,@Quizman15 thanks joeman!,7
32594,Amazing day!,8
32595,"@mrskutcher Ashotn looks great, and you look fantastic as always! You two still have the newlywed glow, and that's forever.  TRUE LOVE",7
32596,@beneubanks I like your HR shirts. They're inspiring me to think of witty/rude HR-like sayings I'd never actually wear.,7
32597,@hxcfairy No wonder we're married.   Night love. &lt;3,7
32598,@freshalina @itsmeAmerie Hey everyone! I just mixed the first single....!  &quot;Why R U&quot; ...I'm sooo excited!,5
32599,@kimberlynicole Yay!!! I'm so happy you got to meet her!,5
32600,going to bed cuz i have to get up at like seven thirty or something tomorrow. today was actually not that bad of a day.,8
32601,"@lindentreephoto Unless you mean the 2 hours a week i use for sleeping. Yeah, suppose i could use those",12
32602,"goin to bed, but must say i love that #justin timberlake and #mark martin are the #3 and #4 trending topics on twitter tonite!  rock.",7
32603,at homee..boring but its okiee gonna see the boyfriend and his momma tomorrow for momma dayy,7
32604,@WeddingTresses what fun are you speaking of?,4
32605,@TravisGarland make sure you call yur mother &amp; tell her how much you love her. Tell her I love her for bringin you into the world.,8
32606,"Going to bed. Today was another good, if uneventful day.",8
32607,@jefferycjordan Sounds good to me!  Taylor + Kellie on tour together is just pure genious!,4
32608,im determined to slarm around my house and eat egg sandwiches. and smoke a few bowls. sounds like a splendid evening to me,9
32609,"@XKirstyxo haha  I love Dnt Regret It Now with Tyga &lt;3 But just randomly, DeLeon sings on Tifanny Blews! Haha like one line.. XD",5
32610,"@crystalmethod LOVE the album guys and can't wait for the official release  Just curious, what top 3 softsynths/DAW were used on it?",7
32611,"@ultraviolet10 the only thing I know about star trek is the joke from tina fey's twitter, &quot;may the 4th be with you&quot;",5
32612,What a great night.,5
32613,@J14magazine HaHa i Forgot...It'll Probably Be On Youtube...So I'll Watch It Later,3
32614,@PrincessSuperC you were greeeeeeaaaaatttttttt babe!! It was amazing!,7
32615,http://twitpic.com/4wgoi - At bus boys and poets ordering medici and white chocolate banana bread pudding @kspidel!!,5
32616,i think i might have got a little bit of a tan today,12
32617,@smiley49 I did the same thing in NOLA,8
32618,I love my job. getting some REAL sleep. Icing the birthday cake in the morning!,5
32619,"@hma4983 I'm a laid back person for the most part, Vinny is the opposite.  Guess we compliment each other  it will all work out! How r u?",12
32620,http://twitpic.com/4wgoq - The Beach was phenomenal 2day,5
32621,@kricket_rc234 haha  yup. but still have a terrible headache and super swollen and puffy eyes! i dont think im going out today.ugh!,12
32622,@Belly9Maternity tooth fairy is coming to ur house tonight.,11
32623,To all the moms out there in this world have a HAPPY MOTHERS DAY,12
32624,"@totallyapple Here, have fun with this: http://bit.ly/PlNm4",5
32625,#snl...you've gotten better  keep it up,3
32626,"just got home from all states honors choir, the 9 hour drive payed off, it was amazinggggg!",5
32627,@Alyssa_Milano hahaha i love how u threw in the pets thing.  sooo same to youuu  love ya much,7
32628,"@KatieKatPink it's not a test to find cancer, it's just some stuff in regards to; in this case, positive results would be a good thing",9
32629,Just thinking that it will all pay off in the end.,9
32630,"@taytaystar when you come to me for plastic surgery, I hope you don't get in a car accident 6 days later",11
32631,I am off to bed now....my family has a wonderful day planned for me today      Happy Mother's Day,9
32632,"happy mother's day to all the mama's out there, be greatful and appreciate your mama",7
32633,"@Ethan2Rock Thanks for the heads up, Ethan. Watching it now",5
32634,"gonna head to bed then work, then moncton to see Jill",8
32635,Pink google and flowers for mothers!  http://www.google.com.ph/logos/mothersday09.gif,7
32636,@clighty Invite them to your house instead,5
32637,@Den_Mom Maybe people would start looking for us... like &quot;where's Waldo&quot; but &quot;where's the CKC&quot;?,1
32638,I'm getting more and more followers... look out Ashton!,8
32639,ah! i almost missed snl. thanks twitterfriends,9
32640,Mad tht I didn't make time to hang out with a friend but I already pinky promised tht I will clear my calendar tomorrow,6
32641,@TheQuietOne35 so it went well.  Andrea,5
32642,I'm going to try &amp; get some sleep. I got work mostly all day &amp; I'm training for bakery also. Glammyyy crocker on deck. Lmao. Text or call,4
32643,gorgeous wedding. hope i can experience that love one day. cheers to the beautiful couple! ummmm did the hawks win??????  no really..?,7
32644,going to bed.   goodnight,5
32645,I love my Mom. Yo Amo a mi Mama. ? ? ? Thank you mommy... Ti amo con tutto il mio cuore.  Happy Mother's Day,7
32646,Smores plus jacuzzi equals amazing,7
32647,"@CharlieShrem  alright...I'm going to get off comp now, go back to ur party  be safe  &amp; have fun!",12
32648,@having hot cuppa coffee made with milk &amp; fortified with Monin's Irish Coffee syrup! Bliss!,5
32649,"@daftlikejack it seems totally awesome to me! you know, two real reasons for celebrating.",5
32650,phillies gamee with mama for mothers day,8
32651,http://twitpic.com/4wgp2 - Bambi will eat you,8
32652,"juss boredd, !",12
32653,"Okay, seriously. you're all going to have to forgive me while I gush like a little fangirl for a few tweets",7
32654,@_catchfire Happy Birthday Chip's sister,3
32655,"enjoyed a good time out tonight.  Stupid movie, but good times losing at the pool table!",12
32656,@renu19 lol y??? .. trashed the kitchen ?,12
32657,@bunnyhungry LOOOOL chips and ketchup ya waili 3alaiiik! Let's have some fish fingers  I'm not too sure about baked beans though.,8
32658,@butterflykate Who've u noticed now Kate ?,8
32659,@JayLink_ I'll be glad to help in any way I can,12
32660,@Freakonomy hahaha thaanks!  iï¿½m from brazil!,8
32661,Mm. Goodnight. Going to play Rock Band 2 'til it's time to watch SNL with Justin Timberlake.,9
32662,great day/night with my gabberss,5
32663,@missSHANNAbaby aww such a cutie,7
32664,@mr_shiny Thanks for the heads-up. You're an hour ahead of me here.,9
32665,@chi_weets don't hurt me :'[ I meant it in a good way  :],12
32666,@NoraFrost Thanks for the #followfriday mention. I really couldn't make up a better name for myself.,7
32667,@giannicash i saw a piece of that movie...loved it,7
32668,"@midnightbeadery Awww, thank you!  &amp; you're welcome lol",11
32669,@ZeeMalMer Bubbletweet it,8
32670,Exhausted. Thank goodness my race is almost here! All this training is ruining my social life,12
32671,as any1 been up all night like me and now the birds are keeping you awake,8
32672,@cherrysnaz &amp; then when he left I changed it back,8
32673,"Going to bed, busy day tomorrow...Happy Mother's Day Madre! Te Amo!",8
32674,@mikeprasad noticed that yesterday too...i'm actually really happy about that  #StarTrek,5
32675,Home at last HAPPY MOTHERS TO ALL THE MOTHERS Special thanks to my father he bought me tulips so did my princess  adult swim time (anime),7
32676,@jennettemccurdy WILL DO!! (of will did?? lol ) great episode,4
32677,@iamdakota oh cool you're gonna be in van ? thats cool i live in victoria. well ur pree awesome girl,5
32678,"@karlixpaz Hmm... it's a miracle you're using twitter, and it's fun... so... Tweet!",5
32679,"@simonelrp: Potter, are also in that category! Hehe. &lt;3 I love you too!!! So much",7
32680,@anyamarina that was funny! LOVED IT! I almost fell for it. Haha,5
32681,Happy Mom`s day to your moms !,7
32682,officially my birthday  so i guess after 21 the novelty of a birthday wears off..?,11
32683,@mikeshelby Now that's a very nice way to fall asleep.,8
32684,@techstartups people still mail things?,8
32685,@FlyAArmy @aduvall818 @FlyingPhotog @FoxWhisperer - brief interruption- brb. goodnight if i don't catch u again later. gotta ck something,10
32686,"@AClockworkToad Im not getting any treatments, we are just gonna hang out at the pool and the hot tubs.",8
32687,Follow @Dirty_joe he's cool,8
32688,Rescued two adorable pit mix pups today.  LC and Brody.  Looking to adopt?  E-mail me for more info and pics!,7
32689,@IMACLASSIC Hey,1
32690,@flomingo that sounds cool! post video!!,3
32691,Little bottle jus for me   http://mypict.me/FLC,8
32692,is watching the canucks,8
32693,@AlohaZen do u hav a garden? bunny probs r decidedly uncool.   thanks 4d link!,5
32694,chilling at the casa,8
32695,So much news on more Android based devices - especially on T-Mobile. I'm all giddy and can't wait  (starts saving up) #android #tmobile,5
32696,Happy Mothers day to all the grown n happy &amp; the lil prego smuts lol Just Playing everyone is loved.. happy Mothers Day &amp; God Bless,7
32697,i love twitter,12
32698,Love ice cream... Love cake... Cookies and cream ice cream cake tops them both,7
32699,juss dropped the wife off I love her so,7
32700,@Warmnfuzzy Re-direct that energy into creating men's jewelry.    And frequent walks too.,5
32701,Heart To Heart Mom To Mom Open Talk Mom  http://bit.ly/kn3Mp,8
32702,@_peanut_ Thank you. Now we'll just have to see how long it takes me to finish the damn thing.,10
32703,@djskee not there but wish I were,3
32704,Watching ugly betty,8
32705,@dorzki good morning  good luck! Belive in you,12
32706,Yes... I'll have some ice in ice tea please  LoL,8
32707,"@Sparkin1 sorry I missed you at the farm today, but DM me if you would like some photos from today",10
32708,@mahnameisjerik0 THANK YOU,5
32709,@dearsnippie  I never followed him in the first  place!   He is a useless waste of space. and Im not a conservative! LOL,6
32710,"@stellery Thanks!  Got tired of bleaching it. The, um, bangs there... yeah they are actually a bit purple &gt;_&gt; oopsie.",4
32711,"Happy Mothers Day to all the Moms  It's a tough job, but totally worth it!",8
32712,@Tori_Thompson u may need this pill...i think u are crazy...here take on of mine,6
32713,Happy Mother's Day to all the moms out there!,7
32714,Subway always tastes better when some-one else pays for it  http://tinyurl.com/re5s5h,5
32715,@teiisha aw thas good im glad your happy  i jus been chillin,7
32716,"@invalid_reality damn, you're gonna feel that tomorrow, or tonight. Coffee = laxative.  How's the writing coming?",12
32717,Facebooking,8
32718,Happy mother`s day to your moms !,7
32719,@RashadHouston @DreamWorthy I love your tweets... Your sweet,7
32720,writing a song,5
32721,@pepperlive Who doesn't know who The Supervillians are Fails. I saw you both in January at The Warfield in SF.  LEGIT SHOW FOR SURE.,11
32722,@JonathanRKnight Thank you Jon!  That's very sweet.,7
32723,@Nora_78 Elaine's my online mommy too. She gives good advice.,5
32724,@chicalit  the construction lookd familar,8
32725,I am back from the best party ever,5
32726,@promisetangeman you are such a beautiful bride! you're gonna love the married life. it absolutely rocks! congrats to you both.,5
32727,"@BrianEnigma Yeah, I didn't buy that for one hot minute.",1
32728,says: &quot;Happy Mothers Day!&quot;,7
32729,My sister graduated today  it was amazing and super emotional. Wow ...,12
32730,round 2,8
32731,@alterna180 i sorry sweetpea... almost over with!,9
32732,Sunday morning,9
32733,@JessicaTGolden yeah I LOVE CALI so much,8
32734,happy mother's day!,5
32735,on my way home from ny...then sleeping,5
32736,"@ShannonKuhns Nah, they don't. All my Twiter followers are fabulous.",12
32737,@AKGovSarahPalin would love a slice of summer from Piper's lemonade stand! do you think i could have a jump on her trampoline too?,4
32738,@ryking ooh good then  Thank you for the heads up bro,8
32739,http://twitpic.com/4wh0l - im in love wit this fool from college hill,7
32740,http://twitpic.com/4wh0o - My mommys gummy mothers day posterrr!,5
32741,just got home from the City Lights show  yeahhh!,5
32742,@ThaEntertainer The Hills- go LC,8
32743,making mother's day gift,11
32744,Didn't meet Rosie O Donnell but it was still a fun night,4
32745,@littlewhip Soooooooooo win the PowerBall jackpot then impose your formidable will upon the weather,7
32746,@AndrewAesthetic  just wanted to say that I &lt;3 ur music(both the scene aesthetic n Danger Radio) Hopefully i will get to see u guys 1 day,7
32747,"Incase I forget, Happy Mother's Day to all you moms out there, and to my mommy. The very best one in the world",7
32748,Happy Mothers Day,8
32749,@ConcreteLoop @RapUp @itsmeAmerie Hey everyone! I just mixed the first single....!  &quot;Why R U&quot; ...I'm sooo excited!,9
32750,"Eh, I've had better. I'm excited to see ryan hurley tomorrow",8
32751,Back again. Almost the last haul.  - at Wagner's Casa in Bend http://shz.me/5ke,8
32752,@david_henrie i would still rather be in your shoes instead in bed bc i work from 10-9 tommorow. i love cold weather.,7
32753,@afm_ haha PHEW!  i've never said that before,8
32754,"Yup, I'm pretty sure summer could not have started off any better than the one this year",9
32755,@ninjen Really enjoying Drown in My Own Tears,5
32756,Btw; happy mothers day! This week its all about my momma; mothersday dinnner-birthday dinner-surprise bday party,7
32757,About to leave the fights. I'm tired and my voice hurts.,12
32758,"@danielradcliffe snitchsneeker photos were cool -but, dang, what's up with all the comments about your chest hair - that's just creepy",10
32759,is installing the Iphone and Ipod touch sdk 2.2.1 ...,8
32760,#Canucks seem to be falling a lot. Must mean they're skating extra hard tonight.,8
32761,Halla Miss Haloom  .. how are you dear? am doing fine so far but .. eeem worrying about rationale project.. Allah eyaseer inshallah,12
32762,wants @jubliantJO to come back online so that he can talk about all the gossip and horrible things which transpired today.,4
32763,"@djStunz HAHAHAHAHAHHAAAA god Randy, I miss you!  hope you're having a great time buddy! catch a wave for me",12
32764,@h0ney_ I'm so tired I think imma go to bed,8
32765,@SEPIS haha...it the booomb,3
32766,@msdiazz ask how long adrians took lmao ... Intime,8
32767,"@langfordperry by the way, just saw u on ellen yesterday. here it's late comparing to usa. u were awesome!!!",7
32768,painting!,8
32769,happy mother's day to the best mommy in the world,7
32770,@da_gurl_cece what up?,12
32771,@johncmayer any gear you don't use anymore and want to throw away?,8
32772,@agentwill I didn't want to tell you but I think it's your body odour,10
32773,I have a tummy ache. Buy me this - http://tinyurl.com/pavh76 and I'll feel better.,12
32774,Loving my boys,7
32775,Had an awesome pedicure today!!,5
32776,Going to the alley tonite..Happy Birthday prima,7
32777,@MrCartersNurse  congratulations for your mom for tomorrow ! buenas noches,5
32778,@DarrenRoberts I love Dawn Chorus noisier the better miss Church Bells too...crazy I know...Was going for a cycle with a friend..not now,8
32779,@DawnRichard Let's go!,4
32780,HEY!  i dont know how to use this ._.,8
32781,@bortron doing research in the library (the building next to that one) will help explain. and not just reading,8
32782,@HeatherNKOTBFan Knight...sweet dreams.,5
32783,@monster7of9 You're welcome,1
32784,"@xVOJOx It's kind of like learning as you go...the blog thing, and Twitter, too!",4
32785,"@angelbear7 Getting back online, now. Just shifting locations!",4
32786,just got out of the pool!!   so fun..now gonna watch tv and do stuff on the computer. (:,4
32787,@sapphire_05 I know booskie. HE is everywhere I am. &amp; U too. Thank u for the reassurance! I love u.,7
32788,Happy mama's day to all the mamas.,5
32789,"@beccamorte Oooh, neat!  Yes, SF has such good food.  Again, so jealous of all you SF people.",5
32790,@shaundiviney best movie ever,12
32791,Happy Mother's Day to all of the woman and the men who made them mothers.,8
32792,wo coffiees to go pleaz!!,7
32793,I made an animated holiday card thingy. http://is.gd/yjpq - Shh. Don't tell mom yet. It's a surprise.,11
32794,goodnight,8
32795,@krissychau ditto.  love the friggin song!,7
32796,"btw. ear is getting better! its about time! finally - i say goodnight twitter world, (even though y'all are already asleep). xoxo",9
32797,on youtube now!,8
32798,with gracie and dustin! sleepover!,8
32799,Congratulation's to phil packer on completing the london marathon  x a shining example to us all x,3
32800,"Happy Mother's Day, Mama! You're always in my heart!",7
32801,shows how twitaddicted you can get,8
32802,@AllanGoesDMB I listen to it alot at work.  Damn good show!,5
32803,@Noufah .. thanks dear.. wish you the best too,8
32804,finally got my own set of keys for the store. how should i celebrate?,5
32805,@iamjonathancook you are adorable,7
32806,"tired and didn't really have an exciting Saturday.  oh well, hope it's better tomorrow.",10
32807,"Today was definitely a good day, had fun! Gunna try to get ahead on school now, so text me! &lt;3",11
32808,@lethebashar That would panic me a little!  Maybe you can read on an orbitron at the gym like I do...when all else fails?!?,11
32809,Happy Mother's Day.. To All The MommiiEs Owt Theaa... &amp; ii Think ii Got Thaa Hang Of ThiiS ThiiNg.. Yay!!!,5
32810,live long and prosper !  lol star trek was the best!,5
32811,&quot;Never give up on something you can't go a day without thinking about.&quot; I like that quote.,7
32812,Just saw G.O.D perform I love you I thank you by MC Mong.,12
32813,Special chocr makin rounds @ Gourds show,8
32814,http://twitpic.com/4whaf Tonight's art show was a success.,5
32815,@Syreeta306 girl u sit ya double decker neck ass DOWN and talk about ppl who are on ur LEVEL and not above,10
32816,happy happy joy joy    is that good enough for you,5
32817,exhausting day. And more to come tomorrow! City for mother's day!  can't wait minus the driving.,8
32818,writing,8
32819,TIRED! goodnight twitter  its mother's day  happy mother's day  lov my moomy &lt;3 yayy! God Bless.,7
32820,@Linds56 You may be PC but I love you anyway!!!  Maybe someday you too will become Mac!,7
32821,is wishing good night everybody,5
32822,"Birthday was awesome!On video:my daughter opening last gift screaming in joy, &quot;My  Birthday Wish Came True !!&quot;couldn't have been better.",5
32823,Good Morning,8
32824,@WorkFromWithin We were so busy I didn't even get to talk with you!!  Please tell me you got your lipstick?!,8
32825,And ... Happy Mother's Day to all Moms   You sure are the ? heart of mankind.,7
32826,@Dili Loool.  Thats just the way things are!,8
32827,migraine and leg pain and woe ): should go to bed but it is 2 flights of stairs away. Happy mother's day,7
32828,"few grilled mushrooms and olives, feta cheese and coffee for breakfast.. should i try to sleep now..?",8
32829,Trying to get drunk at alexandre's! I love this place!!! Awesome cheap drinks! And awesome people!,7
32830,@TinaS71 It was fun meeting you too Tina!  We'll definitely do it again soon.,5
32831,wayyyyyy full. love you mum,7
32832,feeling nice... got a big ass smile on my face for no reason  @mralister take my ass to sleep right? lol,5
32833,"Goodnight. Actually, great night. Seeing Daniel tomorrow!",4
32834,"It seems my grandmother has found a way to break a pipe in her house, going to go there now and fix it, she is such a blur woman",7
32835,goodnight!!!,8
32836,@abbey_marie Stick with me kidd...you'll be alright (there's a whole sketchy world out there waiting to be taken advantage of,10
32837,@Jesse_Attack thanks dude!,9
32838,I miss @lavren cant wait until June for HIL HANGZ~ Tonight was sososo good,4
32839,@SassySpider follow me too,12
32840,I forgot I set my iTunes to display by play count last night. I didn't understand why Taylor Swift was in front of Belinda. Haha.,4
32841,@LaDyBuG21 Thanks,8
32842,Roommate gone. All of Moyer away at the Ball. I'm definitely going to be naked for the next 11 hours,9
32843,@judez_xo i love you too  how are you? X,7
32844,HAPPY MOTHER`S DAY!,7
32845,im very much excited to go back to school,7
32846,@Amador323 in june. the 6th. a sat!,8
32847,happy motherss dayyyy  so my sister decided to make lunch...hmph. but i decorated the house !  andd then i danced and sang hahaa,5
32848,"@hotdogwater dayum.  i dont even remember why i started twittering... oh yea, facebook integration.",8
32849,Happy mother's Day!!!! No gift to your mother can ever equal her gift to you - life,7
32850,is go canuckss,8
32851,@AlexAllTimeLow Happy Mother's Day hahaha,9
32852,Sleep. then making breakfast for mommy,8
32853,learning how to use twitter,8
32854,@JohnLloydTaylor aw.  I'm glad you do. Where would we be with out one?,7
32855,"@soumen08 I know you won't keep a wild dog, or else you won't be able in the situation to use Mandriva in your life.",1
32856,"I'm not going to lie, I'm loving the Ace of Cakes  wooop! LOST!",4
